avg_monthly_income,income_tx_count,income_cv,income_gap_std_days,cash_deposit_share,max_income_share,avg_monthly_expense,expense_tx_count,category_entropy,essential_share,discretionary_share,large_expense_share,savings_rate,expense_income_ratio,balance_volatility,estimated_monthly_debt_payment,estimated_dti,debt_series_count,risk_tx_count,risk_amount_share,round_amount_share,tx_per_month,period_days,archetype,score
29090.60841881694,3,0.19047387705593583,3.9231078359225573,0.05971260765768859,0.3729940326446966,21873.56315117609,33,1.8254749567436002,0.7134872249427658,0.38507926484737004,0.11705167729472624,0.24808849521939125,0.7519115047806088,5324.573657731662,2150.210020711852,0.07391423341015488,0.0,0.0,0.0,0.030795370615400552,31.832718675151362,90,stable_salaried,25.0
78144.37666482005,4,0.33222982767728454,6.786798480090841,0.06220653827263969,0.39016677914038184,100361.1922602227,35,1.851022359410428,0.5913065806718879,0.0,0.27722681826347184,-0.2843047259906607,1.2843047259906606,23318.717957477616,56806.85448021321,0.7269474388908547,5.0,0.0,0.0,0.27343886714890914,20.052784639209868,90,overindebted,3.738769277838471
96062.41978178054,3,0.03129576200495686,2.40102821841677,0.0,0.2963759027416875,73711.76157407105,39,0.8620439260017388,0.5468263232700966,0.1997558298042117,0.14043851508356883,0.23266807413848406,0.7673319258615159,6748.512188367282,8328.152686836964,0.08669522072997482,0.0,0.0,0.0,0.20760282368545735,29.321490153415816,90,stable_salaried,25.0
69926.99094779429,3,0.6722776828537298,24.37587271888681,0.07574472199260844,0.3815244418836052,50319.937738453475,54,1.27719734926391,0.4115500774063711,0.6237541103335557,0.5328182047871499,0.2803932064512677,0.7196067935487322,11561.202823439571,19712.282050900893,0.2818980451427916,1.0,0.0,0.0,0.2047150312247813,15.558619144659582,90,irregular_freelancer,18.66521224160995
64606.40207962504,5,0.5182068496302097,12.426369922128107,0.26376830535525697,0.46437318048522097,70855.23680646904,41,1.0151387958662204,0.8089580710425832,0.0,0.18766797841621696,-0.09672160228242607,1.096721602282426,38336.8219698054,12749.732070343045,0.19734471600243988,2.0,7.0,0.0,0.2824794670053832,17.40864128418735,90,risk_flags,9.189009995093409
79706.26455788377,4,0.10648566749402093,5.097807430343165,0.09368831270280979,0.5002909868948078,66529.8320235914,84,1.5076933703683113,0.8160314696647233,0.05229415807473756,0.018649805067073477,0.16531238300251125,0.8346876169974887,7981.715883925947,21536.554462213095,0.2701990186301223,1.0,0.0,0.0,0.017576799018515638,44.549030123356815,90,stable_salaried,21.88705264476593
89300.43858674455,4,0.08207356213069109,3.337495190456379,0.049016990645745634,0.29393074937681757,88117.60608538878,40,1.7166335160992856,0.7970613347954629,0.3671061522661851,0.1282715105886572,0.013245539664475427,0.9867544603355246,7874.831688469593,20819.512521114455,0.23314009259753884,1.0,0.0,0.0,0.0,33.10150493506201,90,stable_salaried,25.0
93256.86303682215,2,0.06952307222942955,3.513567563027714,0.0,0.4617970757553942,77371.7588464543,74,1.708267558917723,0.41846330856631175,0.2872353253126851,0.2385240047557749,0.17033710627919876,0.8296628937208013,9619.85023239591,5501.6462056027585,0.05899454502807426,0.0,0.0,0.0,0.10378928538796238,51.60757311366451,90,stable_salaried,25.0
46004.607307613354,4,0.10723098659834619,5.185743236185424,0.13990962049892564,0.32612808631455514,31523.534739265262,46,1.6580186453084937,0.3307428471246858,0.35992158208098346,0.2968625329669848,0.31477439795365025,0.6852256020463497,1341.0558619180342,2524.7179782661465,0.054879676754643836,0.0,0.0,0.0,0.03875637169363805,46.824130651008446,90,stable_salaried,22.23394119200442
108771.7247182815,3,0.16519338250183296,2.728944364412703,0.08836693488602868,0.5591261969800203,100983.5275296787,39,2.178705237214988,0.7258773787634691,0.1007944152512956,0.1608557151924934,0.07160130271699024,0.9283986972830097,7845.5804482262165,13654.297623456428,0.12553168260245046,1.0,0.0,0.0,0.14204668638827217,26.14821158206842,90,stable_salaried,23.950111320160367
